,X,Y,tdx12_Pantanal,tdx30_Pantanal,srtm30_Pantanal,srtm30_wgs84_Pantanal,aster30_Pantanal,aster30_wgs84_Pantanal,aw3d30_Pantanal,aw3d30_wgs84_Pantanal
3158,123.76511815,-56.57579454,-18.50184205,-18.50184235,-18.50184235,-18.50184235,-18.50184235,-18.50184235,-18.50184184,-18.50184184
3159,112.40134892,-56.61422382,-18.77797849,-18.77802481,-18.77802481,-18.77802481,-18.77802481,-18.77802481,-18.77794761,-18.77794761
3160,131.95379143,-56.35058759,-18.00113968,-18.00105655,-18.00105655,-18.00105655,-18.00105655,-18.00105655,-18.00119511,-18.00119511
3161,134.17464368,-56.15846504,-18.49727106,-18.49727061,-18.49727061,-18.49727061,-18.49727061,-18.49727061,-18.49727137,-18.49727137
3162,141.32384744,-56.00982976,-18.3536292,-18.35360481,-18.35360481,-18.35360481,-18.35360481,-18.35360481,-18.35364546,-18.35364546
3163,135.87121666,-56.30018408,-18.0541916,-18.0541173,-18.0541173,-18.0541173,-18.0541173,-18.0541173,-18.05424113,-18.05424113
3164,141.7415788,-56.05410568,-18.48711085,-18.4871087,-18.4871087,-18.4871087,-18.4871087,-18.4871087,-18.48711228,-18.48711228
3165,119.67993775,-56.80274559,-18.56408482,-18.5640955,-18.5640955,-18.5640955,-18.5640955,-18.5640955,-18.5640777,-18.5640777
3166,133.48201616,-56.04415511,-18.9517608,-18.95183608,-18.95183608,-18.95183608,-18.95183608,-18.95183608,-18.95171061,-18.95171061
3167,113.67388083,-56.60400498,-18.96253642,-18.9626135,-18.9626135,-18.9626135,-18.9626135,-18.9626135,-18.96248503,-18.96248503
3168,114.62743065,-56.92228403,-18.31961433,-18.31958426,-18.31958426,-18.31958426,-18.31958426,-18.31958426,-18.31963437,-18.31963437
3169,141.65844723,-56.12897083,-18.28123886,-18.28120241,-18.28120241,-18.28120241,-18.28120241,-18.28120241,-18.28126317,-18.28126317
3170,144.19016798,-56.04813477,-18.20105292,-18.2010031,-18.2010031,-18.2010031,-18.2010031,-18.2010031,-18.20108614,-18.20108614
3171,112.24146357,-56.95286102,-18.06849946,-18.06842755,-18.06842755,-18.06842755,-18.06842755,-18.06842755,-18.06854739,-18.06854739
3172,136.01448952,-56.07510044,-18.59313293,-18.59314845,-18.59314845,-18.59314845,-18.59314845,-18.59314845,-18.59312258,-18.59312258
3173,128.68175683,-56.44090157,-18.19631185,-18.19626125,-18.19626125,-18.19626125,-18.19626125,-18.19626125,-18.19634559,-18.19634559
3174,118.15664866,-56.7933906,-18.30227172,-18.30223877,-18.30223877,-18.30223877,-18.30223877,-18.30223877,-18.30229368,-18.30229368
3175,125.52663829,-56.35009698,-18.84187822,-18.84193519,-18.84193519,-18.84193519,-18.84193519,-18.84193519,-18.84184023,-18.84184023
3176,136.97614644,-56.07359742,-18.57502383,-18.57503633,-18.57503633,-18.57503633,-18.57503633,-18.57503633,-18.57501549,-18.57501549
3177,127.9300898,-56.46336122,-18.28002334,-18.27998668,-18.27998668,-18.27998668,-18.27998668,-18.27998668,-18.28004778,-18.28004778
3178,136.25803659,-56.26098272,-18.32778016,-18.32775146,-18.32775146,-18.32775146,-18.32775146,-18.32775146,-18.32779929,-18.32779929
3179,141.53327507,-56.11153337,-18.25122427,-18.25118282,-18.25118282,-18.25118282,-18.25118282,-18.25118282,-18.25125191,-18.25125191
3180,108.20452796,-56.76971537,-18.93243364,-18.93250571,-18.93250571,-18.93250571,-18.93250571,-18.93250571,-18.9323856,-18.9323856
3181,132.65976309,-56.3365641,-18.38738162,-18.38736285,-18.38736285,-18.38736285,-18.38736285,-18.38736285,-18.38739413,-18.38739413
3182,107.11314775,-56.75049035,-18.91643904,-18.91650844,-18.91650844,-18.91650844,-18.91650844,-18.91650844,-18.91639277,-18.91639277
3183,113.32636083,-56.97137435,-18.61302373,-18.61304256,-18.61304256,-18.61304256,-18.61304256,-18.61304256,-18.61301117,-18.61301117
3184,146.71752205,-56.2271808,-18.1163449,-18.11628097,-18.11628097,-18.11628097,-18.11628097,-18.11628097,-18.11638753,-18.11638753
3185,122.66424078,-56.67303648,-18.26650899,-18.26647008,-18.26647008,-18.26647008,-18.26647008,-18.26647008,-18.26653493,-18.26653493
3186,139.45459053,-56.01370985,-18.41709565,-18.41708183,-18.41708183,-18.41708183,-18.41708183,-18.41708183,-18.41710486,-18.41710486
3187,129.79581897,-56.26379094,-18.61322888,-18.61324775,-18.61324775,-18.61324775,-18.61324775,-18.61324775,-18.6132163,-18.6132163
3188,135.33412395,-56.12855157,-18.65400575,-18.65403142,-18.65403142,-18.65403142,-18.65403142,-18.65403142,-18.65398864,-18.65398864
3189,136.53821218,-56.05054038,-18.97115718,-18.9712357,-18.9712357,-18.9712357,-18.9712357,-18.9712357,-18.97110483,-18.97110483
3190,129.72325741,-56.18841009,-18.74134749,-18.74138771,-18.74138771,-18.74138771,-18.74138771,-18.74138771,-18.74132067,-18.74132067
3191,131.58118076,-56.35488352,-18.30977234,-18.30974064,-18.30974064,-18.30974064,-18.30974064,-18.30974064,-18.30979347,-18.30979347
3192,127.41419478,-56.47227264,-18.00555499,-18.00547259,-18.00547259,-18.00547259,-18.00547259,-18.00547259,-18.00560992,-18.00560992
3193,132.28840938,-56.19805036,-18.47489348,-18.4748893,-18.4748893,-18.4748893,-18.4748893,-18.4748893,-18.47489627,-18.47489627
3194,133.74797508,-56.28163361,-18.02797499,-18.02789633,-18.02789633,-18.02789633,-18.02789633,-18.02789633,-18.02802743,-18.02802743
3195,133.20357888,-56.1658087,-18.49751685,-18.49751644,-18.49751644,-18.49751644,-18.49751644,-18.49751644,-18.49751713,-18.49751713
3196,120.64431373,-56.67806852,-18.24676008,-18.24671788,-18.24671788,-18.24671788,-18.24671788,-18.24671788,-18.24678822,-18.24678822
3197,118.34861276,-56.50833284,-18.97778692,-18.97786654,-18.97786654,-18.97786654,-18.97786654,-18.97786654,-18.97773384,-18.97773384
3198,122.3747778,-56.82103932,-18.36667236,-18.36665014,-18.36665014,-18.36665014,-18.36665014,-18.36665014,-18.36668717,-18.36668717
3199,116.79859317,-56.71892344,-18.79370744,-18.79375638,-18.79375638,-18.79375638,-18.79375638,-18.79375638,-18.7936748,-18.7936748
3200,119.01316305,-56.64376092,-18.50353765,-18.50353824,-18.50353824,-18.50353824,-18.50353824,-18.50353824,-18.50353726,-18.50353726
3201,106.27882054,-56.7872619,-18.94102633,-18.94109983,-18.94109983,-18.94109983,-18.94109983,-18.94109983,-18.94097733,-18.94097733
3202,122.58326954,-56.76475587,-18.58220992,-18.58222362,-18.58222362,-18.58222362,-18.58222362,-18.58222362,-18.58220078,-18.58220078
3203,134.53216135,-56.30426967,-18.38484304,-18.38482385,-18.38482385,-18.38482385,-18.38482385,-18.38482385,-18.38485583,-18.38485583
3204,117.85404794,-56.87559899,-18.52469676,-18.52470088,-18.52470088,-18.52470088,-18.52470088,-18.52470088,-18.52469402,-18.52469402
3205,129.1915134,-56.28077742,-18.80302181,-18.8030723,-18.8030723,-18.8030723,-18.8030723,-18.8030723,-18.80298814,-18.80298814
3206,122.58093792,-56.52753738,-18.49710065,-18.49710017,-18.49710017,-18.49710017,-18.49710017,-18.49710017,-18.49710097,-18.49710097
3207,132.3224481,-56.42488359,-18.04663026,-18.04655471,-18.04655471,-18.04655471,-18.04655471,-18.04655471,-18.04668063,-18.04668063
3208,114.74232279,-56.70074391,-18.79830925,-18.79835897,-18.79835897,-18.79835897,-18.79835897,-18.79835897,-18.79827611,-18.79827611
3209,123.91110717,-56.75632634,-18.24269287,-18.24264999,-18.24264999,-18.24264999,-18.24264999,-18.24264999,-18.24272146,-18.24272146
3210,118.35544813,-56.97044258,-18.63089158,-18.63091339,-18.63091339,-18.63091339,-18.63091339,-18.63091339,-18.63087703,-18.63087703
3211,117.45155248,-56.87942996,-18.30315956,-18.30312676,-18.30312676,-18.30312676,-18.30312676,-18.30312676,-18.30318143,-18.30318143
3212,127.22241823,-56.27735621,-18.82899143,-18.82904625,-18.82904625,-18.82904625,-18.82904625,-18.82904625,-18.82895488,-18.82895488
3213,123.33795113,-56.55457847,-18.31751409,-18.31748368,-18.31748368,-18.31748368,-18.31748368,-18.31748368,-18.31753436,-18.31753436
3214,113.92795701,-56.8239278,-18.66173561,-18.66176256,-18.66176256,-18.66176256,-18.66176256,-18.66176256,-18.66171764,-18.66171764
3215,125.17958887,-56.59457155,-18.69176029,-18.69179224,-18.69179224,-18.69179224,-18.69179224,-18.69179224,-18.69173898,-18.69173898
3216,125.94760499,-56.76686172,-18.78453611,-18.78458353,-18.78458353,-18.78458353,-18.78458353,-18.78458353,-18.7845045,-18.7845045
3217,143.00734393,-56.16389995,-18.97418507,-18.97426409,-18.97426409,-18.97426409,-18.97426409,-18.97426409,-18.97413238,-18.97413238
3218,122.70890565,-56.4156609,-18.80164063,-18.8016909,-18.8016909,-18.8016909,-18.8016909,-18.8016909,-18.80160712,-18.80160712
3219,121.92230257,-56.46420245,-18.81937518,-18.8194284,-18.8194284,-18.8194284,-18.8194284,-18.8194284,-18.8193397,-18.8193397
3220,128.31890047,-56.60586739,-18.21294811,-18.21290027,-18.21290027,-18.21290027,-18.21290027,-18.21290027,-18.21298,-18.21298
3221,111.6961304,-56.64610328,-18.88478681,-18.88485094,-18.88485094,-18.88485094,-18.88485094,-18.88485094,-18.88474406,-18.88474406
3222,108.47500757,-56.88441047,-18.86443979,-18.86450053,-18.86450053,-18.86450053,-18.86450053,-18.86450053,-18.86439931,-18.86439931
3223,112.79633618,-56.99698877,-18.27841201,-18.27837509,-18.27837509,-18.27837509,-18.27837509,-18.27837509,-18.27843663,-18.27843663
3224,128.1764718,-56.40268066,-18.52999612,-18.53000112,-18.53000112,-18.53000112,-18.53000112,-18.53000112,-18.52999279,-18.52999279
3225,122.85371265,-56.59584739,-18.00011371,-18.0000304,-18.0000304,-18.0000304,-18.0000304,-18.0000304,-18.00016924,-18.00016924
3226,123.09704046,-56.6442998,-18.03406836,-18.03399071,-18.03399071,-18.03399071,-18.03399071,-18.03399071,-18.03412012,-18.03412012
3227,113.21746723,-56.94823744,-18.59350262,-18.5935182,-18.5935182,-18.5935182,-18.5935182,-18.5935182,-18.59349223,-18.59349223
3228,136.37473821,-56.0356509,-18.90554757,-18.90561515,-18.90561515,-18.90561515,-18.90561515,-18.90561515,-18.90550251,-18.90550251
3229,119.81346497,-56.73308828,-18.23394209,-18.23389775,-18.23389775,-18.23389775,-18.23389775,-18.23389775,-18.23397165,-18.23397165
3230,125.08937045,-56.56817179,-18.166301,-18.16624539,-18.16624539,-18.16624539,-18.16624539,-18.16624539,-18.16633807,-18.16633807
3231,115.02306625,-56.91949,-18.01553973,-18.01545899,-18.01545899,-18.01545899,-18.01545899,-18.01545899,-18.01559355,-18.01559355
3232,140.12454263,-56.10717026,-18.04881339,-18.0487382,-18.0487382,-18.0487382,-18.0487382,-18.0487382,-18.04886351,-18.04886351
3233,124.51484222,-56.49040475,-18.53508887,-18.53509472,-18.53509472,-18.53509472,-18.53509472,-18.53509472,-18.53508498,-18.53508498
3234,112.03083662,-56.76779559,-18.83117678,-18.83123197,-18.83123197,-18.83123197,-18.83123197,-18.83123197,-18.83113999,-18.83113999
3235,119.13426923,-56.6738302,-18.51122977,-18.51123165,-18.51123165,-18.51123165,-18.51123165,-18.51123165,-18.51122853,-18.51122853
3236,121.04239143,-56.92708699,-18.53441938,-18.53442512,-18.53442512,-18.53442512,-18.53442512,-18.53442512,-18.53441556,-18.53441556
3237,129.78761293,-56.39394818,-18.89744745,-18.89751368,-18.89751368,-18.89751368,-18.89751368,-18.89751368,-18.89740329,-18.89740329
3238,117.27935036,-56.5295431,-18.88737384,-18.88743839,-18.88743839,-18.88743839,-18.88743839,-18.88743839,-18.8873308,-18.8873308
3239,135.49219977,-56.33298816,-18.30686601,-18.30683383,-18.30683383,-18.30683383,-18.30683383,-18.30683383,-18.30688747,-18.30688747
3240,121.4781904,-56.6908204,-18.14073586,-18.14067599,-18.14067599,-18.14067599,-18.14067599,-18.14067599,-18.14077578,-18.14077578
3241,124.20630245,-56.77416497,-18.36307112,-18.3630483,-18.3630483,-18.3630483,-18.3630483,-18.3630483,-18.36308633,-18.36308633
3242,120.83778294,-56.71872915,-18.27231384,-18.2722759,-18.2722759,-18.2722759,-18.2722759,-18.2722759,-18.27233914,-18.27233914
3243,120.5455848,-56.81208664,-18.47372085,-18.47371647,-18.47371647,-18.47371647,-18.47371647,-18.47371647,-18.47372377,-18.47372377
3244,114.66586055,-56.86831482,-18.43637765,-18.43636704,-18.43636704,-18.43636704,-18.43636704,-18.43636704,-18.43638471,-18.43638471
3245,123.60576559,-56.55316818,-18.46050294,-18.46049636,-18.46049636,-18.46049636,-18.46049636,-18.46049636,-18.46050733,-18.46050733
3246,141.33676229,-56.080178,-18.21244702,-18.2123991,-18.2123991,-18.2123991,-18.2123991,-18.2123991,-18.21247896,-18.21247896
3247,119.12532401,-56.59934302,-18.65183169,-18.65185699,-18.65185699,-18.65185699,-18.65185699,-18.65185699,-18.65181482,-18.65181482
3248,144.38773882,-56.02720417,-18.35110204,-18.35107723,-18.35107723,-18.35107723,-18.35107723,-18.35107723,-18.35111859,-18.35111859
3249,145.8028852,-56.00941682,-18.0777639,-18.07769353,-18.07769353,-18.07769353,-18.07769353,-18.07769353,-18.07781081,-18.07781081
3250,134.89132722,-56.35725695,-18.4683358,-18.46833053,-18.46833053,-18.46833053,-18.46833053,-18.46833053,-18.46833932,-18.46833932
3251,142.71151827,-56.01313026,-18.02292193,-18.02284243,-18.02284243,-18.02284243,-18.02284243,-18.02284243,-18.02297493,-18.02297493
3252,138.12898534,-56.23362134,-18.87640576,-18.87646849,-18.87646849,-18.87646849,-18.87646849,-18.87646849,-18.87636394,-18.87636394
3253,124.02967264,-56.5337986,-18.19932547,-18.19927536,-18.19927536,-18.19927536,-18.19927536,-18.19927536,-18.19935887,-18.19935887
3254,138.67078381,-56.03148961,-18.49792297,-18.49792262,-18.49792262,-18.49792262,-18.49792262,-18.49792262,-18.4979232,-18.4979232
3255,137.99661223,-56.25129887,-18.21154711,-18.21149904,-18.21149904,-18.21149904,-18.21149904,-18.21149904,-18.21157916,-18.21157916
3256,121.57004183,-56.77279946,-18.55945229,-18.5594622,-18.5594622,-18.5594622,-18.5594622,-18.5594622,-18.55944569,-18.55944569
3257,135.79067541,-56.27778241,-18.05593379,-18.05585979,-18.05585979,-18.05585979,-18.05585979,-18.05585979,-18.05598313,-18.05598313
3258,107.97461334,-56.98918307,-18.96668294,-18.96676071,-18.96676071,-18.96676071,-18.96676071,-18.96676071,-18.96663109,-18.96663109
3259,138.56992588,-56.19323467,-18.10703356,-18.10696807,-18.10696807,-18.10696807,-18.10696807,-18.10696807,-18.10707721,-18.10707721
3260,125.9464986,-56.53417057,-18.15637752,-18.15632025,-18.15632025,-18.15632025,-18.15632025,-18.15632025,-18.15641569,-18.15641569
3261,132.49602991,-56.11436019,-18.78263489,-18.78268199,-18.78268199,-18.78268199,-18.78268199,-18.78268199,-18.78260349,-18.78260349
3262,135.5978835,-56.27390896,-18.48230611,-18.48230316,-18.48230316,-18.48230316,-18.48230316,-18.48230316,-18.48230808,-18.48230808
3263,142.74154666,-56.00131244,-18.60806487,-18.60808288,-18.60808288,-18.60808288,-18.60808288,-18.60808288,-18.60805286,-18.60805286
3264,116.69301996,-56.94664059,-18.31176213,-18.31173076,-18.31173076,-18.31173076,-18.31173076,-18.31173076,-18.31178304,-18.31178304
3265,124.02489884,-56.6432624,-18.00067541,-18.0005922,-18.0005922,-18.0005922,-18.0005922,-18.0005922,-18.00073088,-18.00073088
3266,121.09362351,-56.74217519,-18.36247884,-18.36245592,-18.36245592,-18.36245592,-18.36245592,-18.36245592,-18.36249412,-18.36249412
3267,113.10741227,-56.99461801,-18.44967717,-18.44966878,-18.44966878,-18.44966878,-18.44966878,-18.44966878,-18.44968276,-18.44968276
3268,119.75288022,-56.62305419,-18.40474868,-18.40473281,-18.40473281,-18.40473281,-18.40473281,-18.40473281,-18.40475926,-18.40475926
3269,116.66240679,-56.77750771,-18.60157836,-18.60159528,-18.60159528,-18.60159528,-18.60159528,-18.60159528,-18.60156707,-18.60156707
3270,123.65887598,-56.34659618,-18.93005644,-18.93012811,-18.93012811,-18.93012811,-18.93012811,-18.93012811,-18.93000866,-18.93000866
3271,147.64603165,-56.10533953,-18.32374286,-18.32371349,-18.32371349,-18.32371349,-18.32371349,-18.32371349,-18.32376245,-18.32376245
3272,112.985926,-56.7818786,-18.77711931,-18.77716549,-18.77716549,-18.77716549,-18.77716549,-18.77716549,-18.77708852,-18.77708852
3273,136.14476602,-56.24971211,-18.29138321,-18.29134845,-18.29134845,-18.29134845,-18.29134845,-18.29134845,-18.29140639,-18.29140639
3274,124.91109775,-56.60307222,-18.01540781,-18.01532705,-18.01532705,-18.01532705,-18.01532705,-18.01532705,-18.01546165,-18.01546165
3275,112.5146727,-56.97023677,-18.17817736,-18.17812373,-18.17812373,-18.17812373,-18.17812373,-18.17812373,-18.17821312,-18.17821312
3276,142.44307992,-56.32152776,-18.30372306,-18.30369035,-18.30369035,-18.30369035,-18.30369035,-18.30369035,-18.30374487,-18.30374487
3277,106.08312347,-56.72158805,-18.95906214,-18.95913865,-18.95913865,-18.95913865,-18.95913865,-18.95913865,-18.95901114,-18.95901114
3278,111.06548672,-56.71705634,-18.95778706,-18.95786335,-18.95786335,-18.95786335,-18.95786335,-18.95786335,-18.9577362,-18.9577362
3279,124.37788892,-56.52112475,-18.40189182,-18.40187547,-18.40187547,-18.40187547,-18.40187547,-18.40187547,-18.40190272,-18.40190272
3280,144.86728264,-56.00058699,-18.1290005,-18.12893868,-18.12893868,-18.12893868,-18.12893868,-18.12893868,-18.12904172,-18.12904172
3281,117.08961996,-56.91343571,-18.05932982,-18.05925638,-18.05925638,-18.05925638,-18.05925638,-18.05925638,-18.05937878,-18.05937878
3282,122.03090965,-56.7444272,-18.32556377,-18.3255347,-18.3255347,-18.3255347,-18.3255347,-18.3255347,-18.32558315,-18.32558315
3283,115.06891897,-56.90626816,-18.58708644,-18.58710096,-18.58710096,-18.58710096,-18.58710096,-18.58710096,-18.58707677,-18.58707677
3284,136.87682793,-56.2569292,-18.13943438,-18.13937429,-18.13937429,-18.13937429,-18.13937429,-18.13937429,-18.13947444,-18.13947444
3285,113.67770094,-56.68376852,-18.79530786,-18.79535708,-18.79535708,-18.79535708,-18.79535708,-18.79535708,-18.79527506,-18.79527506
3286,119.83850084,-56.92468222,-18.42796838,-18.42795638,-18.42795638,-18.42795638,-18.42795638,-18.42795638,-18.42797639,-18.42797639
3287,112.13612535,-56.95776568,-18.00763484,-18.00755279,-18.00755279,-18.00755279,-18.00755279,-18.00755279,-18.00768954,-18.00768954
3288,125.41069982,-56.62115744,-18.23146053,-18.23141578,-18.23141578,-18.23141578,-18.23141578,-18.23141578,-18.23149037,-18.23149037
3289,120.03821315,-56.47099998,-18.87316914,-18.87323133,-18.87323133,-18.87323133,-18.87323133,-18.87323133,-18.87312768,-18.87312768
3290,138.76889741,-56.0623738,-18.48369854,-18.48369582,-18.48369582,-18.48369582,-18.48369582,-18.48369582,-18.48370035,-18.48370035
3291,117.25023378,-56.899072,-18.16503523,-18.16497941,-18.16497941,-18.16497941,-18.16497941,-18.16497941,-18.16507245,-18.16507245
3292,122.70030806,-56.64515923,-18.33604523,-18.33601791,-18.33601791,-18.33601791,-18.33601791,-18.33601791,-18.33606345,-18.33606345
3293,130.9467338,-56.19469996,-18.86007873,-18.86013873,-18.86013873,-18.86013873,-18.86013873,-18.86013873,-18.86003872,-18.86003872
3294,138.81675511,-56.14556639,-18.33078064,-18.33075244,-18.33075244,-18.33075244,-18.33075244,-18.33075244,-18.33079944,-18.33079944
3295,109.47530863,-56.91429942,-18.8059497,-18.80600069,-18.80600069,-18.80600069,-18.80600069,-18.80600069,-18.80591571,-18.80591571
3296,116.22605643,-56.58438764,-18.73930478,-18.73934466,-18.73934466,-18.73934466,-18.73934466,-18.73934466,-18.73927819,-18.73927819
3297,142.45287995,-56.13553279,-18.16104929,-18.1609928,-18.1609928,-18.1609928,-18.1609928,-18.1609928,-18.16108695,-18.16108695
3298,114.72036821,-56.61060058,-18.97621543,-18.97629479,-18.97629479,-18.97629479,-18.97629479,-18.97629479,-18.97616252,-18.97616252
3299,124.35105489,-56.85127431,-18.30031689,-18.30028362,-18.30028362,-18.30028362,-18.30028362,-18.30028362,-18.30033908,-18.30033908
3300,131.32904145,-56.41173624,-18.07401435,-18.07394336,-18.07394336,-18.07394336,-18.07394336,-18.07394336,-18.07406168,-18.07406168
3301,124.18514929,-56.54971823,-18.2486538,-18.24861191,-18.24861191,-18.24861191,-18.24861191,-18.24861191,-18.24868172,-18.24868172
3302,143.0708375,-56.10799572,-18.01986399,-18.01978397,-18.01978397,-18.01978397,-18.01978397,-18.01978397,-18.01991733,-18.01991733
3303,141.26023431,-56.14978561,-18.03432739,-18.03424979,-18.03424979,-18.03424979,-18.03424979,-18.03424979,-18.03437913,-18.03437913
3304,116.08733517,-56.87987148,-18.11578478,-18.11572075,-18.11572075,-18.11572075,-18.11572075,-18.11572075,-18.11582746,-18.11582746
3305,121.2880647,-56.70168596,-18.02700154,-18.02692272,-18.02692272,-18.02692272,-18.02692272,-18.02692272,-18.02705409,-18.02705409
3306,116.51866887,-56.84666218,-18.39685677,-18.39683958,-18.39683958,-18.39683958,-18.39683958,-18.39683958,-18.39686823,-18.39686823
3307,119.83220224,-56.94321653,-18.39163038,-18.39161232,-18.39161232,-18.39161232,-18.39161232,-18.39161232,-18.39164242,-18.39164242
3308,123.5437402,-56.42532081,-18.68534472,-18.68537561,-18.68537561,-18.68537561,-18.68537561,-18.68537561,-18.68532413,-18.68532413
3309,123.68108364,-56.54037689,-18.01415279,-18.01407183,-18.01407183,-18.01407183,-18.01407183,-18.01407183,-18.01420677,-18.01420677
3310,123.98946661,-56.62886113,-18.51945136,-18.5194546,-18.5194546,-18.5194546,-18.5194546,-18.5194546,-18.5194492,-18.5194492
3311,118.4624717,-56.7158371,-18.60891928,-18.60893743,-18.60893743,-18.60893743,-18.60893743,-18.60893743,-18.60890717,-18.60890717
3312,134.57893154,-56.46855951,-18.61476076,-18.61477989,-18.61477989,-18.61477989,-18.61477989,-18.61477989,-18.61474801,-18.61474801
3313,112.66346514,-56.62010585,-18.92064509,-18.92071519,-18.92071519,-18.92071519,-18.92071519,-18.92071519,-18.92059835,-18.92059835
3314,138.37744523,-56.30705189,-18.29820875,-18.29817512,-18.29817512,-18.29817512,-18.29817512,-18.29817512,-18.29823117,-18.29823117
3315,132.89363794,-56.37136582,-18.44146199,-18.44145223,-18.44145223,-18.44145223,-18.44145223,-18.44145223,-18.44146849,-18.44146849
3316,121.81595623,-56.716238,-18.26562073,-18.26558167,-18.26558167,-18.26558167,-18.26558167,-18.26558167,-18.26564677,-18.26564677
3317,116.00606436,-56.84264281,-18.13889771,-18.13883753,-18.13883753,-18.13883753,-18.13883753,-18.13883753,-18.13893782,-18.13893782
3318,126.58353614,-56.35078632,-18.87473391,-18.87479635,-18.87479635,-18.87479635,-18.87479635,-18.87479635,-18.87469227,-18.87469227
3319,118.41121892,-56.71477563,-18.58301506,-18.58302889,-18.58302889,-18.58302889,-18.58302889,-18.58302889,-18.58300584,-18.58300584
3320,129.87236118,-56.13036528,-18.97494564,-18.97502479,-18.97502479,-18.97502479,-18.97502479,-18.97502479,-18.97489288,-18.97489288
3321,120.72148171,-56.73666932,-18.71379109,-18.71382672,-18.71382672,-18.71382672,-18.71382672,-18.71382672,-18.71376734,-18.71376734
3322,116.17423381,-56.49640571,-18.8976733,-18.89773958,-18.89773958,-18.89773958,-18.89773958,-18.89773958,-18.89762912,-18.89762912
3323,130.59029747,-56.22438354,-18.5843328,-18.58434685,-18.58434685,-18.58434685,-18.58434685,-18.58434685,-18.58432343,-18.58432343
3324,132.71839238,-56.36990826,-18.35173883,-18.35171412,-18.35171412,-18.35171412,-18.35171412,-18.35171412,-18.3517553,-18.3517553
3325,124.91267903,-56.9043755,-18.50469563,-18.50469642,-18.50469642,-18.50469642,-18.50469642,-18.50469642,-18.50469511,-18.50469511
3326,122.95912413,-56.53809914,-18.68330149,-18.68333204,-18.68333204,-18.68333204,-18.68333204,-18.68333204,-18.68328113,-18.68328113
3327,135.35615335,-56.32256655,-18.80375055,-18.80380117,-18.80380117,-18.80380117,-18.80380117,-18.80380117,-18.8037168,-18.8037168
3328,127.05857091,-56.41745128,-18.43667212,-18.43666157,-18.43666157,-18.43666157,-18.43666157,-18.43666157,-18.43667916,-18.43667916
3329,115.99839954,-56.85990671,-18.10546578,-18.10540003,-18.10540003,-18.10540003,-18.10540003,-18.10540003,-18.10550961,-18.10550961
3330,127.06538869,-56.41390287,-18.44709985,-18.44709104,-18.44709104,-18.44709104,-18.44709104,-18.44709104,-18.44710573,-18.44710573
3331,118.35733974,-56.79040037,-18.41280936,-18.41279483,-18.41279483,-18.41279483,-18.41279483,-18.41279483,-18.41281905,-18.41281905
3332,129.94172242,-56.32123069,-18.57076631,-18.5707781,-18.5707781,-18.5707781,-18.5707781,-18.5707781,-18.57075844,-18.57075844
3333,131.64498378,-56.21475032,-18.63590687,-18.63592952,-18.63592952,-18.63592952,-18.63592952,-18.63592952,-18.63589177,-18.63589177
3334,140.71763607,-56.03683969,-18.51245586,-18.51245794,-18.51245794,-18.51245794,-18.51245794,-18.51245794,-18.51245448,-18.51245448
3335,130.14753831,-56.33541336,-18.65508776,-18.65511361,-18.65511361,-18.65511361,-18.65511361,-18.65511361,-18.65507053,-18.65507053
3336,132.56006976,-56.16433571,-18.70216357,-18.70219726,-18.70219726,-18.70219726,-18.70219726,-18.70219726,-18.70214111,-18.70214111
3337,133.401784,-56.28194745,-18.92664491,-18.92671601,-18.92671601,-18.92671601,-18.92671601,-18.92671601,-18.92659751,-18.92659751
3338,127.33265292,-56.24637337,-18.9716082,-18.9716868,-18.9716868,-18.9716868,-18.9716868,-18.9716868,-18.97155581,-18.97155581
3339,119.56436797,-56.85564831,-18.40454267,-18.40452677,-18.40452677,-18.40452677,-18.40452677,-18.40452677,-18.40455328,-18.40455328
3340,117.28538711,-56.53084516,-18.88799397,-18.88805863,-18.88805863,-18.88805863,-18.88805863,-18.88805863,-18.88795086,-18.88795086
3341,107.82612057,-56.97207415,-18.90703401,-18.90710184,-18.90710184,-18.90710184,-18.90710184,-18.90710184,-18.90698879,-18.90698879
3342,111.95359259,-56.7198196,-18.88377693,-18.88384088,-18.88384088,-18.88384088,-18.88384088,-18.88384088,-18.88373429,-18.88373429
3343,122.45104881,-56.562369,-18.3615625,-18.36153943,-18.36153943,-18.36153943,-18.36153943,-18.36153943,-18.36157788,-18.36157788
3344,120.70905485,-56.49521925,-18.6320957,-18.63211771,-18.63211771,-18.63211771,-18.63211771,-18.63211771,-18.63208102,-18.63208102
3345,109.61289191,-56.93398817,-18.85049088,-18.85054929,-18.85054929,-18.85054929,-18.85054929,-18.85054929,-18.85045194,-18.85045194
3346,125.53092129,-56.33281844,-18.88437857,-18.88444262,-18.88444262,-18.88444262,-18.88444262,-18.88444262,-18.88433586,-18.88433586
3347,124.55310323,-56.66495125,-18.22444342,-18.22439749,-18.22439749,-18.22439749,-18.22439749,-18.22439749,-18.22447403,-18.22447403
3348,112.12427394,-56.99783259,-18.45286879,-18.45286094,-18.45286094,-18.45286094,-18.45286094,-18.45286094,-18.45287403,-18.45287403
3349,135.27965171,-56.39398193,-18.60399879,-18.60401612,-18.60401612,-18.60401612,-18.60401612,-18.60401612,-18.60398724,-18.60398724
3350,110.63753965,-56.92231718,-18.8882013,-18.88826599,-18.88826599,-18.88826599,-18.88826599,-18.88826599,-18.88815817,-18.88815817
